rank,utterance_length,word_count,utterance,speaker,filename,filepath
5823,35,6,He also had a Scottish grandfather.,80me,121_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/121_aud.txt
5824,35,7,It is giving out the wrong message.,80me,167_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/167_aud.txt
5825,35,7,My only concern is for my children.,80me,177_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/177_aud.txt
5826,35,5,"Now, however, things are different.",81ms,063_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/063_aud.txt
5827,35,7,"Having done it, he was asked again.",81ms,133_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/133_aud.txt
5828,35,7,Three years ago he would have been.,81ms,134_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/134_aud.txt
5829,35,5,Leisure centres were also affected.,81ms,152_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/152_aud.txt
5830,35,8,Each year they cut them down a bit.,81ms,170_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/170_aud.txt
5831,36,7,Rice is often served in round bowls.,01fi,041_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/041_sil.txt
5832,36,7,Rice is often served in round bowls.,01fi,075_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/075_aud.txt
5833,36,7,He was correct in everything he did.,01fi,087_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/087_aud.txt
5834,36,8,We are taking the back seat on this.,01fi,096_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/096_aud.txt
5835,36,6,The salary changes are long overdue.,01fi,112_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/112_aud.txt
5836,36,6,Then came the collision with Sergio.,01fi,124_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/124_aud.txt
5837,36,8,The boy was there when the sun rose.,02fe,038_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/038_sil.txt
5838,36,8,Help the woman get back to her feet.,02fe,042_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/042_sil.txt
5839,36,7,They will take a wedding trip later.,02fe,053_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/053_aud.txt
5840,36,8,The boy was there when the sun rose.,02fe,072_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/072_aud.txt
5841,36,8,Help the woman get back to her feet.,02fe,076_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/076_aud.txt
5842,36,7,Her purse was full of useless trash.,03mn,045_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/045_sil.txt
5843,36,7,Her purse was full of useless trash.,03mn,079_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/079_aud.txt
5844,36,7,I've no problem with what they said.,03mn,083_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/083_aud.txt
5845,36,6,"Painful, but only because it's true.",03mn,089_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/089_aud.txt
5846,36,6,That is impressive by any standards.,03mn,113_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/113_aud.txt
5847,36,6,The boost is helpful but inadequate.,04me,065_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/065_aud.txt
5848,36,6,That decision is now being appealed.,04me,093_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/093_aud.txt
5849,36,6,We have learned a tremendous amount.,04me,101_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/101_aud.txt
5850,36,7,It is all starting to come together.,04me,123_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/123_aud.txt
5851,36,5,Jackie is passionate about Scotland.,04me,167_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/167_aud.txt
5852,36,7,The stray cat gave birth to kittens.,05ms,037_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/037_sil.txt
5853,36,6,Most young rise early every morning.,05ms,049_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/049_aud.txt
5854,36,7,The stray cat gave birth to kittens.,05ms,071_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/071_aud.txt
5855,36,8,This is the high point of my career.,05ms,093_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/093_aud.txt
5856,36,7,The demand is created by the supply.,05ms,102_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/102_aud.txt
5857,36,7,That's why he is the prime minister.,05ms,133_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/133_aud.txt
5858,36,7,"Like his acting, it was an accident.",06fe,080_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/06fe/080_aud.txt
5859,36,8,Let us hope it doesn't come to that.,06fe,095_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/06fe/095_aud.txt
5860,36,8,"Mind you, it wouldn't be a bad idea.",06fe,166_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/06fe/166_aud.txt
5861,36,6,This action could have been avoided.,07me,166_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/07me/166_aud.txt
5862,36,6,Splendour by sorcery: it's a horror.,08me,070_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/070_aud.txt
5863,36,7,"It is serious, but not that serious.",08me,145_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/145_aud.txt
5864,36,8,I can't say that this is very usual.,08me,150_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/150_aud.txt
5865,36,8,We need to be looking to the future.,09fe,090_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/09fe/090_aud.txt
5866,36,8,I get to work with very good people.,09fe,097_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/09fe/097_aud.txt
5867,36,8,But it was the sensible thing to do.,09fe,112_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/09fe/112_aud.txt
5868,36,7,The slush lay deep along the street.,11fe,037_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/037_sil.txt
5869,36,8,A tusk is used to make costly gifts.,11fe,044_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/044_sil.txt
5870,36,7,The slush lay deep along the street.,11fe,077_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/077_aud.txt
5871,36,8,A tusk is used to make costly gifts.,11fe,084_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/084_aud.txt
5872,36,8,How is he enjoying life as a senior?,11fe,170_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/170_aud.txt
5873,36,8,"Now, she will not be running at all.",11fe,174_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/174_aud.txt
5874,36,7,That was the context of his remarks.,12me,102_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/12me/102_aud.txt
5875,36,7,He ordered peach pie with ice cream.,13fs,044_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/044_sil.txt
5876,36,7,He ordered peach pie with ice cream.,13fs,078_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/078_aud.txt
5877,36,7,It is about investing in the future.,13fs,094_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/094_aud.txt
5878,36,8,There will be no threat to the game.,13fs,105_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/105_aud.txt
5879,36,8,If a service doesn't pay it will go.,13fs,150_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/150_aud.txt
5880,36,8,The police have to act to help them.,13fs,164_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/164_aud.txt
5881,36,7,The pensioners did not want to know.,13fs,168_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/168_aud.txt
5882,36,8,And perhaps it is as simple as that.,13fs,177_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/177_aud.txt
5883,36,9,How can I help but think ill of you?,13fs,207_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/207_aud.txt
5884,36,5,McPherson came from United Biscuits.,14fe,085_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/14fe/085_aud.txt
5885,36,7,I would like to continue to develop.,14fe,152_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/14fe/152_aud.txt
5886,36,7,There was no let-up for the minnows.,14fe,158_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/14fe/158_aud.txt
5887,36,7,no one else is like Michael Jackson.,15fe,098_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/098_aud.txt
5888,36,8,It is the men who create the demand.,15fe,185_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/185_aud.txt
5889,36,7,The young kid jumped the rusty gate.,16fe,042_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/16fe/042_sil.txt
5890,36,7,The young kid jumped the rusty gate.,16fe,081_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/16fe/081_aud.txt
5891,36,8,I am not holding the club to ransom.,17ms,088_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/088_aud.txt
5892,36,7,Britain may now be forced to listen.,17ms,102_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/102_aud.txt
5893,36,5,It's a sensible management decision.,17ms,169_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/169_aud.txt
5894,36,5,Bobby Williamson has been brilliant.,17ms,173_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/173_aud.txt
5895,36,7,I believe that the answer is simple.,18fo,144_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/144_aud.txt
5896,36,8,This is not a small amount of money.,18fo,166_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/166_aud.txt
5897,36,8,The office paint was a dull sad tan.,19fs,042_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/042_sil.txt
5898,36,8,The office paint was a dull sad tan.,19fs,076_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/076_aud.txt
5899,36,7,"Nose, very short in the muzzle part.",19fs,197_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/197_aud.txt
5900,36,7,It was wholly and entirely my fault.,19fs,204_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/204_aud.txt
5901,36,7,They were meant for the little girl.,19fs,218_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/218_aud.txt
5902,36,7,The child almost hurt the small dog.,20fs,037_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/037_sil.txt
5903,36,8,Sunday is the best part of the week.,20fs,041_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/041_sil.txt
5904,36,7,The child almost hurt the small dog.,20fs,077_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/077_aud.txt
5905,36,8,Sunday is the best part of the week.,20fs,087_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/087_aud.txt
5906,36,8,I just wanted to get off the course.,20fs,104_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/104_aud.txt
5907,36,8,Add the column and put the sum here.,21me,047_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/047_sil.txt
5908,36,7,A huge tapestry hung in her hallway.,21me,054_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/054_aud.txt
5909,36,8,Add the column and put the sum here.,21me,087_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/087_aud.txt
5910,36,6,The website has changed the company.,21me,116_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/116_aud.txt
5911,36,8,There is too much at stake for that.,21me,144_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/144_aud.txt
5912,36,6,"It is, however, an unlikely outcome.",21me,156_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/156_aud.txt
5913,36,8,It was the story of the second half.,21me,160_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/160_aud.txt
5914,36,7,My life has been turned upside down.,21me,172_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/172_aud.txt
5915,36,8,This is only the start of my season.,21me,178_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/178_aud.txt
5916,36,8,The party will make up its own mind.,22me,153_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/22me/153_aud.txt
5917,36,7,I'm just looking to take my chances.,23ms,101_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/101_aud.txt
5918,36,7,We have very real concerns about it.,23ms,107_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/107_aud.txt
5919,36,7,But there's an upturn in the sector.,23ms,143_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/143_aud.txt
5920,36,7,Just don't go looking to be shocked.,23ms,155_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/155_aud.txt
5921,36,8,The fly made its way along the wall.,24fe,042_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/24fe/042_sil.txt
5922,36,8,The fly made its way along the wall.,24fe,082_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/24fe/082_aud.txt
5923,36,6,Government funding is not a problem.,24fe,113_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/24fe/113_aud.txt
5924,36,7,It's something we want to make work.,24fe,123_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/24fe/123_aud.txt
5925,36,9,It is hard to erase blue or red ink.,25fs,037_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/037_sil.txt
5926,36,7,Westchester is a county in New York.,25fs,048_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/048_aud.txt
5927,36,5,Artificial intelligence is for real.,25fs,049_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/049_aud.txt
5928,36,9,It is hard to erase blue or red ink.,25fs,071_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/071_aud.txt
5929,36,7,"He added, It's not a racial problem.",25fs,081_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/081_aud.txt
5930,36,6,A decision is expected in September.,25fs,130_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/130_aud.txt
5931,36,7,I hope we've reached the bottom now.,25fs,160_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/160_aud.txt
5932,36,8,She would say he was still the best.,25fs,166_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/166_aud.txt
5933,36,7,I grew up listening to these people.,25fs,171_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/171_aud.txt
5934,36,7,Jazz and swing fans like fast music.,26fs,039_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/039_sil.txt
5935,36,7,Jazz and swing fans like fast music.,26fs,073_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/073_aud.txt
5936,36,8,Glasgow is about to enter a new era.,26fs,097_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/097_aud.txt
5937,36,6,Self control is just one instalment.,26fs,107_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/107_aud.txt
5938,36,6,His condition was stable last night.,26fs,164_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/164_aud.txt
5939,36,8,I do not own the vessel in question.,26fs,170_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/170_aud.txt
5940,36,6,The trading conditions are not good.,26fs,180_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/180_aud.txt
5941,36,8,The map had an X that meant nothing.,27fs,037_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/037_sil.txt
5942,36,7,A waxed floor makes us lose balance.,27fs,041_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/041_sil.txt
5943,36,8,The map had an X that meant nothing.,27fs,071_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/071_aud.txt
5944,36,7,A waxed floor makes us lose balance.,27fs,075_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/075_aud.txt
5945,36,8,He was lying face down in the water.,27fs,100_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/100_aud.txt
5946,36,7,There was no basis for their arrest.,27fs,119_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/119_aud.txt
5947,36,7,We are very strongly behind the bid.,27fs,150_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/150_aud.txt
5948,36,8,But they will need to play to score.,27fs,175_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/175_aud.txt
5949,36,8,"When it is ready, it will be signed.",27fs,184_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/184_aud.txt
5950,36,7,All nut kernels are rich in protein.,28ms,070_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/070_aud.txt
5951,36,7,There was much to be positive about.,28ms,098_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/098_aud.txt
5952,36,6,Some days are different from others.,29me,127_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/127_aud.txt
5953,36,7,No finals are to be contested today.,29me,134_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/134_aud.txt
5954,36,6,These findings would be made public.,29me,159_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/159_aud.txt
5955,36,7,But the murder changed all my plans.,29me,193_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/193_aud.txt
5956,36,7,A zestful food is the hot-cross bun.,30me,044_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/044_sil.txt
5957,36,7,A zestful food is the hot-cross bun.,30me,078_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/078_aud.txt
5958,36,8,I just went for it over the weekend.,30me,122_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/122_aud.txt
5959,36,8,I feel it's time to make the switch.,30me,161_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/161_aud.txt
5960,36,8,Did he always want to be a comedian?,30me,174_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/174_aud.txt
5961,36,8,This is the start of a new campaign.,30me,175_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/175_aud.txt
5962,36,7,The potential is always in the idea.,31ms,097_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/097_aud.txt
5963,36,9,I was just happy to get my own goal.,31ms,103_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/103_aud.txt
5964,36,8,People want to see me on the screen.,31ms,112_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/112_aud.txt
5965,36,8,He said he now intends to fly today.,31ms,144_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/144_aud.txt
5966,36,8,We must keep our feet on the ground.,31ms,147_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/147_aud.txt
5967,36,8,Golf is a game of honour and ethics.,31ms,161_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/161_aud.txt
5968,36,6,Perhaps things were even worse then.,32fe,067_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/067_aud.txt
5969,36,6,The party has never fully recovered.,32fe,118_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/118_aud.txt
5970,36,6,Dinner came and they ate ravenously.,32fe,203_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/203_aud.txt
5971,36,8,I'm sure you all can relate to that.,33me,113_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/113_aud.txt
5972,36,6,But they must believe in themselves.,33me,155_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/155_aud.txt
5973,36,6,"And, within itself, it is visionary.",33me,188_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/188_aud.txt
5974,36,6,But there is something very strange.,33me,213_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/213_aud.txt
5975,36,5,"""Twelve thousand dollars!"" Tom says.",33me,218_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/218_aud.txt
5976,36,7,Slide the box into that empty space.,34fe,040_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/040_sil.txt
5977,36,6,Pink clouds floated with the breeze.,34fe,043_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/043_sil.txt
5978,36,7,Slide the box into that empty space.,34fe,073_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/073_aud.txt
5979,36,6,Pink clouds floated with the breeze.,34fe,076_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/076_aud.txt
5980,36,6,Our relationship has been very good.,34fe,105_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/105_aud.txt
5981,36,7,I am very interested in the subject.,34fe,125_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/125_aud.txt
5982,36,7,It is clear that change is required.,34fe,141_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/141_aud.txt
5983,36,6,There was no disruption to services.,34fe,145_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/145_aud.txt
5984,36,8,We are right at the heart of Europe.,34fe,170_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/170_aud.txt
5985,36,8,The outcome is now in our own hands.,34fe,182_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/182_aud.txt
